"Current Profile for a mix of driving cycles including UDDS, US06, and HWFET",
RecordingTime,Current
19304.5,5.395824
19304.6,5.428928
19304.7,5.395824
19304.8,5.395824
19304.9,5.428928
19305,5.395824
19305.1,5.412376
19305.2,5.412376
19305.3,5.412376
19305.4,5.428928
19305.5,5.428928
19305.6,5.412376
19305.7,5.428928
19305.8,5.395824
19305.9,5.379272
19306,5.395824
19306.1,5.44548
19306.2,5.395824
19306.3,5.395824
19306.4,5.44548
19306.5,5.412376
19306.6,5.412376
19306.7,5.395824
19306.8,5.428928
19306.9,5.395824
19307,5.428928
19307.1,5.44548
19307.2,5.44548
19307.3,5.395824
19307.4,5.428928
19307.5,5.428928
19307.6,5.395824
19307.7,5.412376
19307.8,5.428928
19307.9,5.428928
19308,5.412376
19308.1,5.428928
19308.2,5.428928
19308.3,5.395824
19308.4,5.428928
19308.5,5.428928
19308.6,5.412376
19308.7,5.395824
19308.8,5.428928
19308.9,5.44548
19309,5.379272
19309.1,5.412376
19309.2,5.412376
19309.3,5.428928
19309.4,5.395824
19309.5,5.395824
19309.6,5.412376
19309.7,5.412376
19309.8,5.428928
19309.9,5.412376
19310,5.462032
19310.1,5.395824
19310.2,5.428928
19310.3,5.428928
19310.4,5.412376
19310.5,5.44548
19310.6,5.428928
19310.7,5.44548
19310.8,5.395824
19310.9,5.412376
19311,5.412376
19311.1,5.412376
19311.2,5.412376
19311.3,5.428928
19311.4,5.395824
19311.5,5.395824
19311.6,5.44548
19311.7,5.428928
19311.8,5.395824
19311.9,5.412376
19312,5.412376
19312.1,5.395824
19312.2,5.379272
19312.3,5.412376
19312.4,5.428928
19312.5,5.44548
19312.6,5.412376
19312.7,5.412376
19312.8,5.428928
19312.9,5.412376
19313,5.395824
19313.1,5.412376
19313.2,5.395824
19313.3,5.395824
19313.4,5.395824
19313.5,5.428928
19313.6,5.412376
19313.7,5.412376
19313.8,5.428928
19313.9,5.44548
19314,5.412376
19314.1,5.412376
19314.2,5.412376
19314.3,5.428928
19314.4,5.395824
19314.5,5.428928
19314.6,5.428928
19314.7,5.395824
19314.8,5.395824
19314.9,5.428928
19315,5.412376
19315.1,5.395824
19315.2,5.379272
19315.3,5.412376
19315.4,5.395824
19315.5,5.379272
19315.6,5.412376
19315.7,5.395824
19315.8,5.428928
19315.9,5.412376
19316,5.379272
19316.1,5.412376
19316.2,5.428928
19316.3,5.428928
19316.4,5.395824
19316.5,5.395824
19316.6,5.44548
19316.7,5.412376
19316.8,5.395824
19316.9,5.412376
19317,5.412376
19317.1,5.395824
19317.2,5.395824
19317.3,5.412376
19317.4,5.395824
19317.5,5.395824
19317.6,5.428928
19317.7,5.412376
19317.8,5.395824
19317.9,5.395824
19318,5.428928
19318.1,5.395824
19318.2,5.412376
19318.3,5.412376
19318.4,5.412376
19318.5,5.395824
19318.6,5.395824
19318.7,5.428928
19318.8,5.379272
19318.9,5.395824
19319,5.412376
19319.1,5.412376
19319.2,5.395824
19319.3,5.395824
19319.4,5.412376
19319.5,5.395824
19319.6,5.395824
19319.7,5.428928
19319.8,5.395824
19319.9,5.395824
19320,5.412376
19320.1,5.412376
19320.2,5.412376
19320.3,5.395824
19320.4,5.412376
19320.5,5.395824
19320.6,5.395824
19320.7,5.412376
19320.8,5.395824
19320.9,5.395824
19321,5.395824
19321.1,5.395824
19321.2,5.412376
19321.3,5.395824
19321.4,5.412376
19321.5,5.412376
19321.6,5.395824
19321.7,5.395824
19321.8,5.412376
19321.9,5.395824
19322,5.395824
19322.1,5.412376
19322.2,5.412376
19322.3,5.395824
19322.4,5.395824
19322.5,5.412376
19322.6,5.395824
19322.7,5.395824
19322.8,5.395824
19322.9,5.412376
19323,5.395824
19323.1,5.395824
19323.2,5.412376
19323.3,5.395824
19323.4,5.395824
19323.5,5.395824
19323.6,5.395824
19323.7,5.395824
19323.8,5.395824
19323.9,5.395824
19324,5.395824
19324.1,5.412376
19324.2,5.412376
19324.3,5.412376
19324.4,5.395824
19324.5,5.412376
19324.6,5.412376
19324.7,5.395824
19324.8,5.412376
19324.9,5.412376
19325,5.412376
19325.1,5.428928
19325.2,5.395824
19325.3,5.395824
19325.4,5.412376
19325.5,5.395824
19325.6,5.428928
19325.7,5.395824
19325.8,5.379272
19325.9,5.395824
19326,5.412376
19326.1,5.412376
19326.2,5.395824
19326.3,5.412376
19326.4,5.428928
19326.5,5.395824
19326.6,5.412376
19326.7,5.395824
19326.8,5.412376
19326.9,5.412376
19327,5.412376
19327.1,5.395824
19327.2,5.412376
19327.3,5.44548
19327.4,5.412376
19327.5,5.395824
19327.6,5.412376
19327.7,5.412376
19327.8,5.395824
19327.9,5.395824
19328,5.428928
19328.1,5.412376
19328.2,5.395824
19328.3,5.428928
19328.4,5.428928
19328.5,5.395824
19328.6,5.395824
19328.7,5.428928
19328.8,5.412376
19328.9,5.412376
19329,5.412376
19329.1,5.395824
19329.2,5.395824
19329.3,5.395824
19329.4,5.428928
19329.5,5.412376
19329.6,5.395824
19329.7,5.412376
19329.8,5.395824
19329.9,5.395824
19330,5.428928
19330.1,5.412376
19330.2,5.379272
19330.3,5.412376
19330.4,5.412376
19330.5,5.412376
19330.6,5.395824
19330.7,5.428928
19330.8,5.412376
19330.9,5.395824
19331,5.395824
19331.1,5.428928
19331.2,5.395824
19331.3,5.395824
19331.4,5.395824
19331.5,5.395824
19331.6,5.412376
19331.7,5.395824
19331.8,5.428928
19331.9,5.395824
19332,5.395824
19332.1,5.428928
19332.2,5.412376
19332.3,5.412376
19332.4,5.412376
19332.5,5.395824
19332.6,5.395824
19332.7,5.395824
19332.8,5.428928
19332.9,5.412376
19333,5.395824
19333.1,5.395824
19333.2,5.412376
19333.3,5.395824
19333.4,5.412376
19333.5,5.428928
19333.6,5.379272
19333.7,5.395824
19333.8,5.395824
19333.9,5.379272
19334,5.395824
19334.1,5.379272
19334.2,5.395824
19334.3,5.395824
19334.4,5.412376
19334.5,5.428928
19334.6,5.412376
19334.7,5.428928
19334.8,5.395824
19334.9,5.44548
19335,5.395824
19335.1,5.395824
19335.2,5.428928
19335.3,5.395824
19335.4,5.428928
19335.5,5.395824
19335.6,5.428928
19335.7,5.395824
19335.8,5.395824
19335.9,5.428928
19336,5.428928
19336.1,5.379272
19336.2,5.412376
19336.3,5.428928
19336.4,5.395824
19336.5,5.395824
19336.6,5.395824
19336.7,5.428928
19336.8,5.395824
19336.9,5.379272
19337,5.428928
19337.1,5.395824
19337.2,5.395824
19337.3,5.428928
19337.4,5.428928
19337.5,5.395824
19337.6,5.428928
19337.7,5.428928
19337.8,5.412376
19337.9,5.412376
19338,5.462032
19338.1,5.395824
19338.2,5.412376
19338.3,5.44548
19338.4,5.395824
19338.5,5.395824
19338.6,5.395824
19338.7,5.428928
19338.8,5.379272
19338.9,5.395824
19339,5.412376
19339.1,5.412376
19339.2,5.395824
19339.3,5.395824
19339.4,5.428928
19339.5,5.395824
19339.6,5.412376
19339.7,5.428928
19339.8,5.412376
19339.9,5.428928
19340,5.395824
19340.1,5.428928
19340.2,5.428928
19340.3,5.428928
19340.4,5.428928
19340.5,5.412376
19340.6,5.379272
19340.7,5.428928
19340.8,5.428928
19340.9,5.428928
19341,5.412376
19341.1,5.428928
19341.2,5.428928
19341.3,5.395824
19341.4,5.428928
19341.5,5.428928
19341.6,5.412376
19341.7,5.412376
19341.8,5.428928
19341.9,5.395824
19342,5.412376
19342.1,5.428928
19342.2,5.44548
19342.3,5.395824
19342.4,5.428928
19342.5,5.412376
19342.6,5.428928
19342.7,5.428928
19342.8,5.412376
19342.9,5.412376
19343,5.379272
19343.1,5.395824
19343.2,5.412376
19343.3,5.346169
19343.4,5.346169
19343.5,5.428928
19343.6,5.412376
19343.7,5.395824
19343.8,5.412376
19343.9,5.395824
19344,5.412376
19344.1,5.395824
19344.2,5.395824
19344.3,5.36272
19344.4,5.379272
19344.5,5.412376
19344.6,5.36272
19344.7,5.395824
19344.8,5.395824
19344.9,5.412376
19345,5.395824
19345.1,5.395824
19345.2,5.395824
19345.3,5.412376
19345.4,5.36272
19345.5,5.395824
19345.6,5.36272
19345.7,5.279962
19345.8,5.346169
19345.9,5.395824
19346,5.313065
19346.1,5.329617
19346.2,5.36272
19346.3,5.379272
19346.4,5.346169
19346.5,5.346169
19346.6,5.346169
19346.7,5.313065
19346.8,5.395824
19346.9,5.26341
19347,5.26341
19347.1,5.246858
19347.2,5.279962
19347.3,5.246858
19347.4,5.36272
19347.5,5.26341
19347.6,5.26341
19347.7,5.26341
19347.8,5.279962
19347.9,5.279962
19348,5.346169
19348.1,5.296513
19348.2,5.296513
19348.3,5.26341
19348.4,5.26341
19348.5,5.313065
19348.6,5.279962
19348.7,5.296513
19348.8,5.230306
19348.9,5.313065
19349,5.26341
19349.1,5.213754
19349.2,5.213754
19349.3,5.313065
19349.4,5.213754
19349.5,5.246858
19349.6,5.279962
19349.7,5.246858
19349.8,5.26341
19349.9,5.26341
19350,5.213754
19350.1,5.213754
19350.2,5.313065
19350.3,5.246858
19350.4,5.313065
19350.5,5.296513
19350.6,5.279962
19350.7,5.296513
19350.8,5.279962
19350.9,5.279962
19351,5.279962
19351.1,5.279962
19351.2,5.313065
19351.3,5.296513
19351.4,5.26341
19351.5,5.26341
19351.6,5.279962
19351.7,5.296513
19351.8,5.279962
19351.9,5.246858
19352,5.246858
19352.1,5.164098
19352.2,5.296513
19352.3,5.230306
19352.4,5.26341
19352.5,5.164098
19352.6,5.26341
19352.7,5.246858
19352.8,5.279962
19352.9,5.18065
19353,5.26341
19353.1,5.18065
19353.2,5.164098
19353.3,5.26341
19353.4,5.230306
19353.5,5.213754
19353.6,5.197202
19353.7,5.279962
19353.8,5.230306
19353.9,5.114443
19354,5.26341
19354.1,5.26341
19354.2,5.114443
19354.3,5.279962
19354.4,5.26341
19354.5,5.130995
19354.6,5.246858
19354.7,5.26341
19354.8,5.26341
19354.9,5.18065
19355,5.213754
19355.1,5.26341
19355.2,5.130995
19355.3,5.18065
19355.4,5.246858
19355.5,5.246858
19355.6,5.164098
19355.7,5.164098
19355.8,5.230306
19355.9,5.130995
19356,5.147546
19356.1,5.064787
19356.2,5.197202
19356.3,5.064787
19356.4,5.197202
19356.5,5.246858
19356.6,5.064787
19356.7,5.18065
19356.8,5.164098
19356.9,5.081339
19357,5.081339
19357.1,5.197202
19357.2,5.081339
19357.3,5.064787
19357.4,5.097891
19357.5,5.213754
19357.6,5.213754
19357.7,5.213754
19357.8,5.230306
19357.9,5.130995
19358,5.114443
19358.1,5.064787
19358.2,5.097891
19358.3,5.015131
19358.4,5.147546
19358.5,5.097891
19358.6,5.097891
19358.7,5.18065
19358.8,5.130995
19358.9,5.097891
19359,5.147546
19359.1,5.147546
19359.2,5.114443
19359.3,5.18065
19359.4,5.064787
19359.5,5.064787
19359.6,5.18065
19359.7,5.048235
19359.8,5.081339
19359.9,5.064787
19360,5.064787
19360.1,5.064787
19360.2,5.097891
19360.3,5.114443
19360.4,5.114443
19360.5,5.147546
19360.6,5.147546
19360.7,4.99858
19360.8,5.064787
19360.9,5.064787
19361,5.064787
19361.1,5.015131
19361.2,5.130995
19361.3,5.064787
19361.4,5.031683
19361.5,5.031683
19361.6,5.064787
19361.7,5.081339
19361.8,5.031683
19361.9,5.048235
19362,5.081339
19362.1,5.031683
19362.2,5.048235
19362.3,5.064787
19362.4,5.031683
19362.5,5.015131
19362.6,5.031683
19362.7,5.081339
19362.8,5.097891
19362.9,5.031683
19363,5.031683
19363.1,5.081339
19363.2,4.982028
19363.3,4.99858
19363.4,5.048235
19363.5,5.015131
19363.6,5.015131
19363.7,5.031683
19363.8,4.99858
19363.9,5.015131
19364,5.048235
19364.1,5.081339
19364.2,5.015131
19364.3,5.031683
19364.4,5.031683
19364.5,5.031683
19364.6,5.031683
19364.7,5.015131
19364.8,5.015131
19364.9,5.015131
19365,5.064787
19365.1,5.031683
19365.2,5.031683
19365.3,5.015131
19365.4,5.048235
19365.5,5.015131
19365.6,4.982028
19365.7,4.99858
19365.8,5.015131
19365.9,4.982028
19366,4.99858
19366.1,4.99858
19366.2,4.99858
19366.3,4.982028
19366.4,4.99858
19366.5,5.015131
19366.6,4.982028
19366.7,4.99858
19366.8,5.015131
19366.9,5.031683
19367,4.982028
19367.1,4.99858
19367.2,4.965476
19367.3,4.982028
19367.4,4.99858
19367.5,4.965476
19367.6,4.982028
19367.7,4.965476
19367.8,4.965476
19367.9,4.982028
19368,4.965476
19368.1,4.965476
19368.2,4.965476
19368.3,4.948924
19368.4,4.982028
19368.5,4.932372
19368.6,4.948924
19368.7,4.965476
19368.8,4.948924
19368.9,4.948924
19369,4.982028
19369.1,4.965476
19369.2,4.948924
19369.3,4.932372
19369.4,4.982028
19369.5,4.982028
19369.6,4.932372
19369.7,4.965476
19369.8,4.948924
19369.9,4.932372
19370,4.948924
19370.1,4.948924
19370.2,4.948924
19370.3,4.948924
19370.4,4.948924
19370.5,4.948924
19370.6,4.915821
19370.7,4.948924
19370.8,4.948924
19370.9,4.965476
19371,4.915821
19371.1,4.948924
19371.2,4.948924
19371.3,4.899269
19371.4,4.948924
19371.5,4.932372
19371.6,4.915821
19371.7,4.882717
19371.8,4.915821
19371.9,4.899269
19372,4.948924
19372.1,4.932372
19372.2,4.899269
19372.3,4.899269
19372.4,4.948924
19372.5,4.915821
19372.6,4.866165
19372.7,4.882717
19372.8,4.915821
19372.9,4.882717
19373,4.866165
19373.1,4.899269
19373.2,4.899269
19373.3,4.882717
19373.4,4.932372
19373.5,4.899269
19373.6,4.866165
19373.7,4.932372
19373.8,4.932372
19373.9,4.866165
19374,4.866165
19374.1,4.948924
19374.2,4.849613
19374.3,4.849613
19374.4,4.932372
19374.5,4.882717
19374.6,4.849613
19374.7,4.899269
19374.8,4.849613
19374.9,4.866165
19375,4.866165
19375.1,4.866165
19375.2,4.833061
19375.3,4.833061
19375.4,4.833061
19375.5,4.915821
19375.6,4.833061
19375.7,4.833061
19375.8,4.750302
19375.9,4.766854
19376,4.899269
19376.1,4.73375
19376.2,4.73375
19376.3,4.882717
19376.4,4.882717
19376.5,4.866165
19376.6,4.882717
19376.7,4.833061
19376.8,4.816509
19376.9,4.882717
19377,4.799957
19377.1,4.899269
19377.2,4.882717
19377.3,4.849613
19377.4,4.866165
19377.5,4.866165
19377.6,4.882717
19377.7,4.816509
19377.8,4.849613
19377.9,4.882717
19378,4.882717
19378.1,4.866165
19378.2,4.766854
19378.3,4.866165
19378.4,4.866165
19378.5,4.73375
19378.6,4.816509
19378.7,4.833061
19378.8,4.849613
19378.9,4.73375
19379,4.816509
19379.1,4.816509
19379.2,4.849613
19379.3,4.700646
19379.4,4.866165
19379.5,4.717198
19379.6,4.849613
19379.7,4.866165
19379.8,4.849613
19379.9,4.750302
19380,4.816509
19380.1,4.766854
19380.2,4.717198
19380.3,4.73375
19380.4,4.816509
19380.5,4.700646
19380.6,4.717198
19380.7,4.750302
19380.8,4.783405
19380.9,4.700646
19381,4.73375
19381.1,4.73375
19381.2,4.684094
19381.3,4.717198
19381.4,4.717198
19381.5,4.667542
19381.6,4.799957
19381.7,4.717198
19381.8,4.799957
19381.9,4.717198
19382,4.766854
19382.1,4.799957
19382.2,4.73375
19382.3,4.750302
19382.4,4.634439
19382.5,4.700646
19382.6,4.667542
19382.7,4.65099
19382.8,4.750302
19382.9,4.717198
19383,4.717198
19383.1,4.717198
19383.2,4.634439
19383.3,4.65099
19383.4,4.73375
19383.5,4.65099
19383.6,4.73375
19383.7,4.750302
19383.8,4.65099
19383.9,4.65099
19384,4.700646
19384.1,4.750302
19384.2,4.700646
19384.3,4.667542
19384.4,4.65099
19384.5,4.684094
19384.6,4.634439
19384.7,4.700646
19384.8,4.766854
19384.9,4.634439
19385,4.73375
19385.1,4.766854
19385.2,4.617887
19385.3,4.667542
19385.4,4.73375
19385.5,4.667542
19385.6,4.617887
19385.7,4.717198
19385.8,4.73375
19385.9,4.667542
19386,4.684094
19386.1,4.700646
19386.2,4.717198
19386.3,4.617887
19386.4,4.601335
19386.5,4.717198
19386.6,4.601335
19386.7,4.700646
19386.8,4.684094
19386.9,4.700646
19387,4.617887
19387.1,4.700646
19387.2,4.700646
19387.3,4.65099
19387.4,4.717198
19387.5,4.700646
19387.6,4.65099
19387.7,4.717198
19387.8,4.717198
19387.9,4.73375
19388,4.65099
19388.1,4.684094
19388.2,4.73375
19388.3,4.700646
19388.4,4.65099
19388.5,4.684094
19388.6,4.717198
19388.7,4.667542
19388.8,4.584783
19388.9,4.700646
19389,4.65099
19389.1,4.700646
19389.2,4.700646
19389.3,4.65099
19389.4,4.65099
19389.5,4.634439
19389.6,4.700646
19389.7,4.667542
19389.8,4.700646
19389.9,4.700646
19390,4.667542
19390.1,4.65099
19390.2,4.667542
19390.3,4.700646
19390.4,4.667542
19390.5,4.667542
19390.6,4.65099
19390.7,4.667542
19390.8,4.684094
19390.9,4.667542
19391,4.684094
19391.1,4.617887
19391.2,4.634439
19391.3,4.684094
19391.4,4.634439
19391.5,4.601335
19391.6,4.667542
19391.7,4.634439
19391.8,4.634439
19391.9,4.684094
19392,4.700646
19392.1,4.634439
19392.2,4.667542
19392.3,4.684094
19392.4,4.634439
19392.5,4.65099
19392.6,4.634439
19392.7,4.684094
19392.8,4.65099
19392.9,4.667542
19393,4.667542
19393.1,4.65099
19393.2,4.634439
19393.3,4.617887
19393.4,4.65099
19393.5,4.65099
19393.6,4.667542
19393.7,4.667542
19393.8,4.634439
19393.9,4.634439
19394,4.65099
19394.1,4.65099
19394.2,4.634439
19394.3,4.65099
19394.4,4.667542
19394.5,4.65099
19394.6,4.634439
19394.7,4.634439
19394.8,4.634439
19394.9,4.568231
19395,4.65099
19395.1,4.65099
19395.2,4.634439
19395.3,4.634439
19395.4,4.667542
19395.5,4.634439
19395.6,4.617887
19395.7,4.617887
19395.8,4.568231
19395.9,4.502024
19396,4.634439
19396.1,4.634439
19396.2,4.634439
19396.3,4.634439
19396.4,4.601335
19396.5,4.617887
19396.6,4.617887
19396.7,4.617887
19396.8,4.601335
19396.9,4.601335
19397,4.55168
19397.1,4.634439
19397.2,4.584783
19397.3,4.617887
19397.4,4.55168
19397.5,4.601335
19397.6,4.634439
19397.7,4.601335
19397.8,4.568231
19397.9,4.584783
19398,4.55168
19398.1,4.601335
19398.2,4.601335
19398.3,4.601335
19398.4,4.601335
19398.5,4.55168
19398.6,4.584783
19398.7,4.601335
19398.8,4.584783
19398.9,4.535128
19399,4.601335
19399.1,4.617887
19399.2,4.535128
19399.3,4.584783
19399.4,4.55168
19399.5,4.55168
19399.6,4.55168
19399.7,4.518576
19399.8,4.617887
19399.9,4.601335
19400,4.55168
19400.1,4.485472
19400.2,4.601335
19400.3,4.634439
19400.4,4.584783
19400.5,4.535128
19400.6,4.518576
19400.7,4.584783
19400.8,4.518576
19400.9,4.518576
19401,4.584783
19401.1,4.518576
19401.2,4.601335
19401.3,4.601335
19401.4,4.518576
19401.5,4.452368
19401.6,4.518576
19401.7,4.601335
19401.8,4.502024
19401.9,4.601335
19402,4.55168
19402.1,4.502024
19402.2,4.518576
19402.3,4.584783
19402.4,4.568231
19402.5,4.55168
19402.6,4.502024
19402.7,4.419264
19402.8,4.518576
19402.9,4.402713
19403,4.535128
19403.1,4.502024
19403.2,4.485472
19403.3,4.485472
19403.4,4.584783
19403.5,4.485472
19403.6,4.568231
19403.7,4.535128
19403.8,4.485472
19403.9,4.518576
19404,4.518576
19404.1,4.518576
19404.2,4.419264
19404.3,4.55168
19404.4,4.46892
19404.5,4.518576
19404.6,4.55168
19404.7,4.419264
19404.8,4.435816
19404.9,4.518576
19405,4.535128
19405.1,4.55168
19405.2,4.46892
19405.3,4.46892
19405.4,4.55168
19405.5,4.46892
19405.6,4.452368
19405.7,4.55168
19405.8,4.452368
19405.9,4.518576
19406,4.518576
19406.1,4.386161
19406.2,4.435816
19406.3,4.518576
19406.4,4.402713
19406.5,4.419264
19406.6,4.502024
19406.7,4.502024
19406.8,4.386161
19406.9,4.535128
19407,4.402713
19407.1,4.353057
19407.2,4.419264
19407.3,4.452368
19407.4,4.369609
19407.5,4.353057
19407.6,4.485472
19407.7,4.402713
19407.8,4.485472
19407.9,4.435816
19408,4.452368
19408.1,4.402713
19408.2,4.369609
19408.3,4.518576
19408.4,4.518576
19408.5,4.46892
19408.6,4.353057
19408.7,4.369609
19408.8,4.46892
19408.9,4.336505
19409,4.485472
19409.1,4.419264
19409.2,4.419264
19409.3,4.435816
19409.4,4.435816
19409.5,4.369609
19409.6,4.369609
19409.7,4.336505
19409.8,4.336505
19409.9,4.419264
19410,4.485472
19410.1,4.485472
19410.2,4.46892
19410.3,4.336505
19410.4,4.46892
19410.5,4.402713
19410.6,4.319953
19410.7,4.485472
19410.8,4.336505
19410.9,4.336505
19411,4.369609
19411.1,4.402713
19411.2,4.319953
19411.3,4.435816
19411.4,4.353057
19411.5,4.353057
19411.6,4.369609
19411.7,4.419264
19411.8,4.319953
19411.9,4.336505
19412,4.369609
19412.1,4.319953
19412.2,4.452368
19412.3,4.419264
19412.4,4.303401
19412.5,4.435816
19412.6,4.319953
19412.7,4.402713
19412.8,4.419264
19412.9,4.319953
19413,4.402713
19413.1,4.336505
19413.2,4.336505
19413.3,4.286849
19413.4,4.353057
19413.5,4.303401
19413.6,4.419264
19413.7,4.336505
19413.8,4.336505
19413.9,4.286849
19414,4.353057
19414.1,4.353057
19414.2,4.286849
19414.3,4.303401
19414.4,4.402713
19414.5,4.386161
19414.6,4.336505
19414.7,4.286849
19414.8,4.336505
19414.9,4.270298
19415,4.253746
19415.1,4.319953
19415.2,4.270298
19415.3,4.270298
19415.4,4.270298
19415.5,4.237194
19415.6,4.286849
19415.7,4.353057
19415.8,4.353057
19415.9,4.270298
19416,4.286849
19416.1,4.319953
19416.2,4.303401
19416.3,4.319953
19416.4,4.369609
19416.5,4.369609
19416.6,4.319953
19416.7,4.402713
19416.8,4.369609
19416.9,4.336505
19417,4.253746
19417.1,4.353057
19417.2,4.353057
19417.3,4.303401
19417.4,4.353057
19417.5,4.369609
19417.6,4.303401
19417.7,4.303401
19417.8,4.353057
19417.9,4.369609
19418,4.353057
19418.1,4.336505
19418.2,4.353057
19418.3,4.353057
19418.4,4.336505
19418.5,4.353057
19418.6,4.336505
19418.7,4.336505
19418.8,4.336505
19418.9,4.353057
19419,4.336505
19419.1,4.336505
19419.2,4.353057
19419.3,4.336505
19419.4,4.303401
19419.5,4.319953
19419.6,4.336505
19419.7,4.336505
19419.8,4.336505
19419.9,4.353057
19420,4.319953
19420.1,4.319953
19420.2,4.336505
19420.3,4.319953
19420.4,4.336505
19420.5,4.336505
19420.6,4.303401
19420.7,4.336505
19420.8,4.319953
19420.9,4.286849
19421,4.303401
19421.1,4.319953
19421.2,4.270298
19421.3,4.319953
19421.4,4.319953
19421.5,4.319953
19421.6,4.319953
19421.7,4.286849
19421.8,4.319953
19421.9,4.270298
19422,4.270298
19422.1,4.303401
19422.2,4.336505
19422.3,4.270298
19422.4,4.270298
19422.5,4.303401
19422.6,4.286849
19422.7,4.270298
19422.8,4.286849
19422.9,4.286849
19423,4.286849
19423.1,4.353057
19423.2,4.237194
19423.3,4.336505
19423.4,4.253746
19423.5,4.237194
19423.6,4.270298
19423.7,4.319953
19423.8,4.220642
19423.9,4.270298
19424,4.286849
19424.1,4.286849
19424.2,4.237194
19424.3,4.187539
19424.4,4.319953
19424.5,4.253746
19424.6,4.237194
19424.7,4.253746
19424.8,4.20409
19424.9,4.237194
19425,4.237194
19425.1,4.220642
19425.2,4.319953
19425.3,4.187539
19425.4,4.154435
19425.5,4.187539
19425.6,4.303401
19425.7,4.237194
19425.8,4.220642
19425.9,4.220642
19426,4.187539
19426.1,4.20409
19426.2,4.270298
19426.3,4.319953
19426.4,4.286849
19426.5,4.170987
19426.6,4.220642
19426.7,4.170987
19426.8,4.170987
19426.9,4.270298
19427,4.20409
19427.1,4.20409
19427.2,4.237194
19427.3,4.187539
19427.4,4.154435
19427.5,4.20409
19427.6,4.170987
19427.7,4.154435
19427.8,4.253746
19427.9,4.220642
19428,4.187539
19428.1,4.187539
19428.2,4.237194
19428.3,4.20409
19428.4,4.20409
19428.5,4.154435
19428.6,4.237194
19428.7,4.137883
19428.8,4.20409
19428.9,4.20409
19429,4.154435
19429.1,4.187539
19429.2,4.220642
19429.3,4.220642
19429.4,4.187539
19429.5,4.220642
19429.6,4.20409
19429.7,4.187539
19429.8,4.187539
19429.9,4.220642
19430,4.220642
19430.1,4.20409
19430.2,4.20409
19430.3,4.220642
19430.4,4.20409
19430.5,4.20409
19430.6,4.220642
19430.7,4.220642
19430.8,4.220642
19430.9,4.170987
19431,4.20409
19431.1,4.187539
19431.2,4.187539
19431.3,4.20409
19431.4,4.20409
19431.5,4.20409
19431.6,4.20409
19431.7,4.20409
19431.8,4.20409
19431.9,4.20409
19432,4.154435
19432.1,4.220642
19432.2,4.20409
19432.3,4.187539
19432.4,4.187539
19432.5,4.187539
19432.6,4.187539
19432.7,4.220642
19432.8,4.20409
19432.9,4.20409
19433,4.187539
19433.1,4.137883
19433.2,4.170987
19433.3,4.20409
19433.4,4.187539
19433.5,4.187539
19433.6,4.20409
19433.7,4.154435
19433.8,4.170987
19433.9,4.187539
19434,4.137883
19434.1,4.137883
19434.2,4.154435
19434.3,4.154435
19434.4,4.137883
19434.5,4.20409
19434.6,4.137883
19434.7,4.170987
19434.8,4.170987
19434.9,4.154435
19435,4.170987
19435.1,4.170987
19435.2,4.137883
19435.3,4.137883
19435.4,4.20409
19435.5,4.154435
19435.6,4.137883
19435.7,4.137883
19435.8,4.121331
19435.9,4.121331
19436,4.154435
19436.1,4.137883
19436.2,4.121331
19436.3,4.121331
19436.4,4.121331
19436.5,4.20409
19436.6,4.104779
19436.7,4.20409
19436.8,4.121331
19436.9,4.104779
19437,4.154435
19437.1,4.187539
19437.2,4.02202
19437.3,4.187539
19437.4,4.20409
19437.5,4.038572
19437.6,4.104779
19437.7,4.02202
19437.8,4.02202
19437.9,4.055123
19438,4.121331
19438.1,4.154435
19438.2,4.071675
19438.3,4.137883
19438.4,4.170987
19438.5,4.071675
19438.6,4.187539
19438.7,4.187539
19438.8,4.088227
19438.9,4.038572
19439,4.104779
19439.1,4.038572
19439.2,4.02202
19439.3,4.038572
19439.4,4.055123
19439.5,4.055123
19439.6,4.071675
19439.7,4.005468
19439.8,4.071675
19439.9,4.071675
19440,4.02202
19440.1,4.005468
19440.2,4.02202
19440.3,4.104779
19440.4,4.088227
19440.5,4.005468
19440.6,4.088227
19440.7,3.988916
19440.8,4.005468
19440.9,4.071675
19441,4.071675
19441.1,4.005468
19441.2,4.071675
19441.3,4.071675
19441.4,4.02202
19441.5,4.02202
19441.6,4.071675
19441.7,4.104779
19441.8,4.02202
19441.9,4.055123
19442,4.088227
19442.1,4.071675
19442.2,4.088227
19442.3,4.104779
19442.4,4.088227
19442.5,4.071675
19442.6,4.088227
19442.7,4.104779
19442.8,4.038572
19442.9,4.071675
19443,4.055123
19443.1,4.055123
19443.2,4.055123
19443.3,4.038572
19443.4,4.055123
19443.5,4.038572
19443.6,4.055123
19443.7,4.071675
19443.8,4.071675
19443.9,4.071675
19444,4.055123
19444.1,4.104779
19444.2,4.071675
19444.3,4.071675
19444.4,4.071675
19444.5,4.088227
19444.6,4.071675
19444.7,4.071675
19444.8,4.088227
19444.9,4.055123
19445,4.071675
19445.1,4.071675
19445.2,4.055123
19445.3,4.055123
19445.4,4.071675
19445.5,4.071675
19445.6,4.055123
19445.7,4.071675
19445.8,4.055123
19445.9,4.055123
19446,4.071675
19446.1,4.055123
19446.2,4.055123
19446.3,4.055123
19446.4,4.055123
19446.5,4.038572
19446.6,4.038572
19446.7,4.005468
19446.8,4.005468
